price,bed,bath,sqft_living,sqft_total,floors,condition,sqft_basement,yr_built,yr_renovated,city
248500.0,4.0,1.75,1720,10018,1.0,5,0,1960,0,Covington
594950.0,4.0,2.5,2720,10006,2.0,3,0,1989,0,Sammamish
452000.0,4.0,2.25,2590,10002,1.0,4,1,1968,0,Kenmore
633000.0,4.0,2.5,2360,10000,1.0,3,1,1977,1,Seattle
520000.0,4.0,3.5,2680,10000,2.0,3,1,1942,1,Seattle
642000.0,4.0,2.5,2550,10000,1.0,3,1,1964,1,Bellevue
665000.0,4.0,2.5,2720,10000,2.0,3,0,1987,1,Sammamish
430000.0,4.0,1.5,1920,10000,1.0,4,1,1954,1,Bellevue
459000.0,4.0,3.0,2530,10000,2.0,3,0,2013,1,Burien
204700.0,4.0,2.0,1670,9987,1.0,3,0,1967,1,Auburn
418800.0,4.0,2.25,2100,9984,1.0,4,1,1973,0,Kenmore
525000.0,4.0,2.5,3670,9958,2.0,3,0,2005,0,Renton
370000.0,4.0,1.5,1370,9957,1.0,3,1,1972,1,Kirkland
331950.0,4.0,2.5,2530,9933,2.0,3,1,1990,1,Auburn
471000.0,4.0,2.5,2330,9928,2.0,3,0,1998,1,North Bend
411000.0,4.0,2.75,2150,9915,1.0,5,1,1976,0,Newcastle
690000.0,4.0,2.5,2920,9904,2.0,4,0,1990,0,Issaquah
660000.0,4.0,1.75,2780,9900,2.0,4,0,1978,1,Sammamish
270000.0,4.0,2.25,2600,9900,1.0,3,1,1965,1,Seattle
809950.0,4.0,2.0,2230,9900,1.5,5,0,1959,0,Bellevue
259585.571429,4.0,2.5,1960,9898,2.0,3,0,2001,0,Kent
865000.0,4.0,3.0,3690,9892,2.0,3,0,1998,1,Sammamish
500000.0,4.0,1.75,2240,9886,1.5,4,0,1965,0,Bellevue
456000.0,4.0,1.75,1670,9886,1.0,5,0,1947,0,Seattle
630000.0,4.0,2.5,2190,9880,1.0,4,1,1979,0,Kirkland
600000.0,4.0,2.5,2620,9873,2.0,3,0,1987,1,Issaquah
749995.0,4.0,3.25,3430,9870,2.0,3,0,2014,0,Bothell
220000.0,4.0,2.5,2240,9826,1.0,4,1,1988,0,Federal Way
560000.0,4.0,2.25,1950,9800,1.0,3,1,1968,1,Kirkland
825000.0,4.0,2.5,2810,9800,1.0,4,1,1973,0,Bellevue
1065000.0,4.0,3.75,4260,9800,2.0,3,0,2008,0,Kirkland
394000.0,4.0,2.5,3000,9793,2.0,3,0,2002,0,Maple Valley
825000.0,4.0,3.5,3810,9792,2.0,3,0,1938,1,Seattle
492650.0,4.0,1.75,2120,9786,1.0,3,1,1967,1,Shoreline
866000.0,4.0,3.25,3990,9786,2.0,3,0,2004,1,Redmond
2300000.0,4.0,4.75,3970,9778,2.0,4,1,1928,0,Seattle
505000.0,4.0,2.75,2200,9778,1.0,4,1,1962,0,Bellevue
412000.0,4.0,3.5,3360,9767,2.0,3,1,1990,1,Federal Way
380000.0,4.0,3.0,2800,9764,2.0,3,0,2002,0,Maple Valley
294999.0,4.0,2.5,1660,9760,2.0,3,0,1994,0,Kent
264950.0,4.0,2.25,1720,9753,1.0,4,1,1978,1,Federal Way
1619999.0,4.0,3.0,3900,9750,1.0,5,1,1972,0,Bellevue
1200000.0,4.0,3.5,4170,9748,2.0,3,0,2004,1,Newcastle
603500.0,4.0,2.5,4060,9734,1.0,3,1,1977,1,Kenmore
650000.0,4.0,2.25,2560,9731,2.0,4,0,1973,0,Kirkland
608000.0,4.0,2.75,2490,9714,1.0,4,1,1983,0,Bothell
465000.0,4.0,2.5,2090,9702,1.0,5,1,1965,0,Shoreline
1160000.0,4.0,3.5,4680,9700,2.0,3,1,2005,0,Bellevue
830000.0,4.0,2.5,3400,9692,2.0,3,0,2007,0,Redmond
1300000.0,4.0,3.25,2330,9687,2.0,3,0,1918,0,Seattle
471000.0,4.0,2.5,3030,9687,2.0,3,1,1998,1,North Bend
325000.0,4.0,2.25,1870,9680,1.0,4,1,1959,0,Kirkland
488800.0,4.0,2.25,2170,9665,1.0,4,1,1976,1,Bellevue
480000.0,4.0,3.0,2440,9664,2.0,3,1,1981,1,Kenmore
465000.0,4.0,2.5,1930,9653,1.0,4,0,1968,0,Federal Way
315000.0,4.0,2.5,1930,9643,2.0,4,0,1992,0,Kent
435000.0,4.0,2.75,2230,9640,1.0,3,1,1998,1,Seattle
815000.0,4.0,2.75,3488,9614,2.0,3,0,1998,1,Redmond
782000.0,4.0,2.5,2380,9614,2.0,4,0,1991,0,Bellevue
575000.0,4.0,2.5,2120,9603,2.0,3,0,1985,0,Issaquah
353500.0,4.0,2.25,1760,9602,2.0,3,0,1987,1,Renton
321000.0,4.0,2.5,1830,9601,2.0,3,0,2003,0,Maple Valley
253779.0,4.0,2.0,2030,9600,1.5,3,1,1947,1,SeaTac
538000.0,4.0,1.75,1840,9600,1.0,3,1,1967,1,Redmond
328211.904762,4.0,2.5,1720,9600,1.0,3,1,1961,1,Auburn
433000.0,4.0,1.75,1830,9600,1.0,4,1,1966,0,Bellevue
550000.0,4.0,2.5,2170,9600,1.0,3,1,1980,0,Redmond
310000.0,4.0,1.5,1220,9600,1.0,3,0,1980,0,Carnation
220000.0,4.0,1.5,1240,9600,1.0,3,0,1971,0,Federal Way
589000.0,4.0,3.0,2440,9600,2.0,5,0,1961,0,Kirkland
415000.0,4.0,2.0,1610,9600,1.0,5,0,1967,0,Newcastle
640000.0,4.0,2.5,2341,9594,2.0,3,0,1997,0,Redmond
580000.0,4.0,2.25,2160,9593,1.0,3,0,1969,1,Bellevue
386000.0,4.0,2.25,2050,9583,2.0,3,1,1965,1,Des Moines
1337044.2,4.0,3.5,4280,9583,2.0,3,0,2005,0,Bellevue
410000.0,4.0,2.0,1580,9581,1.0,3,0,1953,0,Kirkland
751000.0,4.0,3.25,3090,9571,2.0,3,1,2004,1,Redmond
758000.0,4.0,2.75,2410,9549,1.0,4,1,1956,0,Kirkland
415000.0,4.0,3.0,1830,9548,2.0,3,0,1991,0,Bothell
425000.0,4.0,2.75,1680,9545,1.0,4,1,1979,0,Kenmore
350000.0,4.0,2.5,2800,9538,2.0,3,0,1993,0,Federal Way
265000.0,4.0,1.0,1940,9533,1.0,3,1,1962,1,Kent
1381000.0,4.0,3.75,3160,9525,2.5,3,0,1997,0,Mercer Island
940000.0,4.0,2.0,2490,9525,2.0,5,0,1968,0,Mercer Island
439000.0,4.0,2.25,2570,9503,2.0,3,0,1980,0,Bothell
921000.0,4.0,1.5,2220,9496,1.0,4,1,1954,1,Bellevue
236000.0,4.0,2.25,1830,9485,1.0,4,1,1989,0,Federal Way
1370000.0,4.0,2.75,3720,9450,1.0,5,1,1962,0,Bellevue
1222500.0,4.0,3.5,4910,9444,1.5,3,1,2007,0,Sammamish
630000.0,4.0,2.5,2807,9430,2.0,3,0,1996,0,Kenmore
375000.0,4.0,2.5,2210,9427,2.0,3,0,1999,0,Burien
235000.0,4.0,2.0,1570,9415,2.0,4,0,1984,0,Auburn
659950.0,4.0,2.75,3510,9400,2.0,3,0,2014,0,Renton
237227.857143,4.0,2.5,2200,9397,2.0,3,0,1987,1,Auburn
379950.0,4.0,1.75,1970,9389,1.0,5,1,1960,0,Shoreline
507000.0,4.0,1.75,1770,9375,1.0,4,1,1968,0,Redmond
305000.0,4.0,2.25,2210,9371,2.0,4,0,1968,0,Kent
695000.0,4.0,3.5,3510,9364,2.0,3,0,2001,0,Snoqualmie
334000.0,4.0,1.5,1150,9360,1.5,3,0,1970,1,Kirkland
684680.0,4.0,2.25,2370,9360,2.0,4,0,1979,0,Redmond
650000.0,4.0,2.5,2840,9354,2.0,3,0,1990,1,Sammamish
519900.0,4.0,2.0,1820,9350,1.0,4,0,1967,0,Redmond
204950.0,4.0,1.75,1740,9344,1.0,3,1,1978,0,Federal Way
837500.0,4.0,2.5,2700,9320,2.0,4,0,1994,0,Kirkland
711600.0,4.0,3.0,3580,9316,2.5,3,1,1991,0,Bellevue
259950.0,4.0,2.0,2030,9300,1.0,4,0,1976,1,Redmond
366500.0,4.0,2.75,2070,9300,1.0,5,1,1945,0,Shoreline
372000.0,4.0,1.75,1960,9300,1.0,5,1,1979,0,North Bend
399000.0,4.0,2.5,2870,9292,2.0,3,1,1979,1,Renton
224000.0,4.0,1.5,1600,9289,1.0,4,0,1959,0,Auburn
305000.0,4.0,1.0,2100,9288,1.0,4,1,1968,0,Renton
660000.0,4.0,3.25,3030,9273,2.0,5,0,1988,0,Issaquah
619850.0,4.0,2.5,2270,9247,1.0,5,1,1972,0,Bellevue
333000.0,4.0,2.5,1910,9244,1.0,4,0,1963,0,Renton
578000.0,4.0,2.5,3140,9225,1.0,5,1,1966,0,Renton
487585.0,4.0,1.75,2010,9211,1.0,3,1,1977,1,Kirkland
1075000.0,4.0,3.0,3600,9200,1.0,4,1,1976,1,Bellevue
2110000.0,4.0,1.0,2100,9200,1.0,3,1,1959,1,Tukwila
902000.0,4.0,2.25,2530,9200,1.0,5,1,1976,0,Bellevue
780000.0,4.0,1.75,2480,9195,1.0,3,1,1950,1,Bellevue
620000.0,4.0,2.5,2680,9185,2.0,3,0,1989,0,Issaquah
418000.0,4.0,1.5,1550,9176,1.0,3,1,1956,1,Bellevue
1264000.0,4.0,3.75,3490,9170,2.0,3,0,2012,1,Bellevue
1400000.0,4.0,3.25,4700,9160,1.0,3,1,2005,0,Seattle
960000.0,4.0,3.0,4590,9150,2.0,3,1,1981,1,Seattle
495000.0,4.0,2.25,1940,9144,1.0,4,1,1956,0,Bellevue
1095000.0,4.0,2.75,3330,9143,2.0,4,0,1995,0,Kirkland
695000.0,4.0,3.0,3150,9130,2.0,3,0,2001,0,Sammamish
652500.0,4.0,2.5,2700,9122,2.0,3,0,1990,1,Issaquah
615000.0,4.0,2.5,2150,9070,2.0,4,0,1985,0,Redmond
264950.0,4.0,1.75,1770,9011,1.0,5,1,1983,0,Covington
234000.0,4.0,2.0,1630,9010,1.0,4,1,1975,0,Auburn
318989.0,4.0,2.25,2000,9000,1.0,4,0,1978,1,Federal Way
550000.0,4.0,1.75,2150,9000,1.0,4,1,1966,0,Redmond
287500.0,4.0,2.5,2570,9000,1.0,4,1,1979,0,Federal Way
213000.0,4.0,1.75,1980,9000,1.0,2,1,1978,0,Federal Way
410000.0,4.0,2.5,1700,9000,1.0,5,0,1972,0,Kirkland
639500.0,4.0,2.25,2330,8994,2.0,3,0,1986,0,Redmond
314000.0,4.0,2.5,2340,8990,2.0,3,0,2003,0,Maple Valley
328950.0,4.0,1.75,2550,8976,1.0,5,1,1978,0,Kent
255000.0,4.0,2.0,2430,8960,1.0,3,1,1960,1,Seattle
244000.0,4.0,1.0,1450,8960,1.0,3,0,1943,1,Seattle
430000.0,4.0,3.0,3220,8936,2.0,3,1,1990,1,Kent
720000.0,4.0,2.5,3340,8930,2.0,3,0,1999,0,Snoqualmie
469900.0,4.0,2.5,2990,8913,2.0,4,0,1991,0,Renton
235000.0,4.0,1.75,1450,8891,1.5,3,1,1962,1,Tukwila
352000.0,4.0,1.0,1530,8890,1.0,3,1,1925,1,Seattle
495000.0,4.0,2.25,2220,8872,1.0,4,1,1961,1,Bellevue
808000.0,4.0,2.25,2500,8866,2.0,4,0,1987,0,Bellevue
533112.0,4.0,2.75,2790,8853,2.0,3,0,2013,1,North Bend
690000.0,4.0,2.5,2700,8810,2.0,3,0,2004,1,Redmond
284000.0,4.0,1.75,1880,8800,1.0,3,1,1960,1,Seattle
260000.0,4.0,1.5,2130,8800,1.0,3,1,1962,1,Kent
510000.0,4.0,1.5,2040,8800,1.0,4,1,1961,1,Bellevue
435000.0,4.0,1.0,1450,8800,1.0,4,0,1954,1,Bellevue
642000.0,4.0,2.5,2560,8780,2.0,3,0,1992,0,Issaquah
515000.0,4.0,2.5,2670,8765,2.0,3,0,2006,0,Renton
762500.0,4.0,2.75,2610,8760,1.0,4,1,1978,1,Mercer Island
435000.0,4.0,2.75,2110,8751,1.0,3,1,1962,1,Bothell
0.0,4.0,4.25,3500,8750,1.0,5,1,1951,0,Seattle
385000.0,4.0,1.75,1720,8750,1.0,3,1,1971,0,Kirkland
304000.0,4.0,2.0,1810,8750,1.0,2,1,1967,0,Renton
269900.0,4.0,1.75,1530,8750,1.5,4,0,1968,0,Renton
132250.0,4.0,2.25,1830,8734,2.0,4,0,1991,0,Kent
250000.0,4.0,2.0,2120,8701,1.5,4,0,1960,1,Des Moines
475000.0,4.0,2.5,3740,8700,1.0,3,1,2004,1,Renton
382500.0,4.0,1.75,1560,8700,1.0,4,0,1967,0,Kirkland
516000.0,4.0,3.5,2550,8698,2.0,3,0,2007,0,Snoqualmie
1216000.0,4.0,2.5,3190,8684,1.0,5,1,1967,0,Bellevue
723000.0,4.0,2.25,1960,8680,1.0,4,1,1959,0,Bellevue
250600.0,4.0,2.5,1930,8660,1.0,3,1,1981,1,Auburn
907500.0,4.0,2.5,2770,8642,2.0,4,0,1987,0,Bellevue
282766.666667,4.0,2.0,1700,8640,1.0,3,1,1955,1,Bellevue
691000.0,4.0,2.75,2550,8632,1.0,3,1,1972,1,Kirkland
364000.0,4.0,1.75,2010,8625,1.0,4,1,1957,1,Shoreline
429900.0,4.0,2.5,2640,8625,2.0,3,0,1987,1,Renton
260000.0,4.0,2.0,1480,8625,1.0,4,0,1974,0,Renton
565000.0,4.0,2.5,2230,8624,1.0,4,1,1969,0,Redmond
522000.0,4.0,2.25,1800,8623,1.0,4,1,1980,0,Kirkland
339000.0,4.0,2.5,1830,8601,2.0,3,0,2003,0,Maple Valley
270000.0,4.0,2.25,1900,8600,1.0,4,0,1975,0,Federal Way
963000.0,4.0,3.25,3530,8589,2.0,3,0,2007,0,Kirkland
982000.0,4.0,2.75,3610,8580,2.0,3,0,2014,0,Kirkland
2300000.0,4.0,3.25,4250,8570,2.0,3,0,2004,1,Bellevue
308950.0,4.0,2.5,1920,8562,2.0,4,0,1994,0,Enumclaw
794154.0,4.0,2.0,2210,8556,1.0,4,1,1954,1,Seattle
390000.0,4.0,2.5,2340,8548,2.0,3,0,1993,0,Kent
799000.0,4.0,3.5,3500,8547,2.0,3,1,1994,0,Bellevue
820000.0,4.0,2.5,3170,8523,2.0,3,0,2008,0,Kirkland
657000.0,4.0,1.75,2740,8520,1.0,3,1,1954,1,Seattle
1130000.0,4.0,3.25,3810,8519,1.0,3,1,2007,0,Kirkland
415000.0,4.0,2.5,2170,8518,1.0,3,1,1955,1,Seattle
450000.0,4.0,2.5,2520,8515,2.0,3,0,1999,0,Duvall
1965221.0,4.0,3.5,4370,8510,2.0,3,1,2003,0,Bellevue
902000.0,4.0,2.5,3030,8507,2.0,3,0,2003,0,Kirkland
437000.0,4.0,2.5,1890,8505,1.0,3,1,1980,0,Redmond
337000.0,4.0,3.0,2240,8504,2.0,3,0,1992,0,Shoreline
1020000.0,4.0,3.5,3770,8501,2.0,3,0,2008,0,Kirkland
646000.0,4.0,2.25,2500,8500,1.0,4,1,1978,1,Bellevue
300000.0,4.0,1.0,1370,8499,1.0,3,0,1949,1,Shoreline
270000.0,4.0,2.5,1920,8497,2.0,3,0,1998,1,Auburn
426000.0,4.0,2.5,2800,8494,2.0,3,0,2004,1,Maple Valley
368112.5,4.0,2.5,2590,8483,2.0,3,0,1991,0,Bothell
335000.0,4.0,2.5,1750,8476,1.0,4,1,1983,0,Renton
406000.0,4.0,1.0,1580,8475,1.5,4,0,1928,0,Seattle
655000.0,4.0,2.25,2060,8470,1.0,3,1,1983,1,Bellevue
294000.0,4.0,2.5,2210,8465,1.0,3,1,1990,1,Auburn
304000.0,4.0,2.0,1310,8454,1.0,4,0,1953,1,Shoreline
362500.0,4.0,1.75,1450,8450,1.0,3,0,1960,1,Issaquah
455000.0,4.0,2.25,1740,8449,1.0,4,1,1958,1,Bellevue
969990.0,4.0,2.5,4150,8436,2.0,3,0,2014,0,Sammamish
275000.0,4.0,2.0,2030,8426,2.0,3,0,1944,0,Tukwila
464900.0,4.0,2.25,2020,8424,1.0,4,1,1979,0,Kirkland
625000.0,4.0,2.5,2820,8408,2.0,3,0,2014,0,Shoreline
840000.0,4.0,2.5,3420,8405,2.0,3,0,2000,0,Sammamish
500000.0,4.0,2.5,2040,8400,1.0,3,1,1963,1,Bellevue
540000.0,4.0,2.25,1330,8400,1.5,3,0,1962,1,Bellevue
468000.0,4.0,2.5,2100,8400,1.0,4,1,1976,1,Woodinville
1095000.0,4.0,4.0,3530,8400,2.0,5,1,1958,0,Seattle
720000.0,4.0,2.25,2410,8400,2.0,5,0,1965,0,Bellevue
269950.0,4.0,2.5,2540,8400,2.0,5,0,1977,0,Kent
440000.0,4.0,2.0,1450,8400,1.5,4,0,1962,0,Kirkland
600000.0,4.0,2.25,3070,8400,2.0,4,0,1970,0,Kirkland
445000.0,4.0,2.0,1470,8395,1.0,4,0,1965,0,Bellevue
1040000.0,4.0,3.5,3900,8391,2.0,3,0,2006,0,Kirkland
760000.0,4.0,2.25,3300,8365,3.0,3,0,2014,0,Seattle
224500.0,4.0,1.0,1430,8355,1.5,4,0,1983,0,Auburn
380680.555556,4.0,2.5,2620,8331,2.0,3,0,1991,0,Renton
655500.0,4.0,3.5,3380,8330,2.0,3,0,2000,0,Shoreline
580000.0,4.0,3.25,3569,8327,2.0,3,0,2013,1,Renton
258000.0,4.0,1.75,1730,8320,1.0,3,1,1977,1,Federal Way
1270000.0,4.0,3.0,5520,8313,2.0,3,1,2008,0,Bellevue
490000.0,4.0,2.5,3020,8302,2.0,4,0,1994,0,Covington
240015.333333,4.0,2.25,1720,8300,1.0,4,0,1973,0,Federal Way
390000.0,4.0,2.5,2490,8290,2.0,3,0,1999,0,Auburn
1127000.0,4.0,2.5,3160,8281,2.0,4,0,1995,0,Kirkland
481000.0,4.0,2.5,2286,8269,2.0,3,0,2002,0,Renton
355000.0,4.0,2.5,2040,8265,2.0,3,0,1996,0,Seattle
399888.0,4.0,2.25,1820,8255,1.5,4,1,1930,0,Seattle
542000.0,4.0,1.75,1900,8250,1.0,4,1,1955,1,Bellevue
597326.0,4.0,4.0,3570,8250,2.0,3,1,2013,1,Mercer Island
251200.0,4.0,1.5,1310,8250,1.0,3,1,1953,0,Des Moines
252000.0,4.0,1.75,1120,8250,1.0,4,0,1966,0,Renton
592500.0,4.0,3.0,2170,8240,1.0,4,1,1968,0,Redmond
589950.0,4.0,2.5,3190,8195,2.0,3,0,2006,0,Maple Valley
307000.0,4.0,1.0,1150,8184,1.5,3,0,1947,1,Shoreline
265000.0,4.0,3.0,1940,8170,1.0,4,0,1948,0,Shoreline
252980.0,4.0,2.5,2530,8169,2.0,3,0,1993,0,Federal Way
267345.0,4.0,2.25,2510,8165,1.0,4,1,1972,0,Federal Way
581000.0,4.0,1.75,2090,8164,1.0,4,1,1963,0,Redmond
350000.0,4.0,1.0,1170,8147,1.5,3,0,1959,1,Seattle
555000.0,4.0,2.25,2350,8140,1.0,4,1,1977,0,Bellevue
306000.0,4.0,2.5,2490,8124,2.0,3,0,2001,0,Auburn
199000.0,4.0,2.0,2030,8120,2.0,3,0,1950,1,Seattle
440000.0,4.0,2.25,2160,8119,1.0,3,1,1966,1,Bellevue
264000.0,4.0,1.75,1820,8118,1.0,4,1,1980,0,Kent
622500.0,4.0,2.5,2980,8107,2.0,3,0,2000,0,Snoqualmie
1135000.0,4.0,2.75,3370,8103,1.0,3,1,1970,1,Seattle
250000.0,4.0,2.5,1800,8100,2.0,3,0,1998,1,Maple Valley
305000.0,4.0,1.75,2200,8100,1.5,5,1,1942,0,Seattle
860000.0,4.0,2.75,3160,8097,2.0,3,0,2014,0,Kirkland
782000.0,4.0,3.5,3910,8095,2.0,3,1,2007,0,Issaquah
804100.0,4.0,2.5,3070,8086,2.0,3,0,2005,0,Newcastle
311100.0,4.0,2.25,2130,8078,1.0,4,1,1977,0,Renton
300000.0,4.0,2.5,2200,8065,2.0,3,0,1998,1,Kent
270000.0,4.0,2.5,1660,8063,1.0,4,0,1978,1,Des Moines
389950.0,4.0,2.5,3140,8060,2.0,3,0,1991,0,Federal Way
661000.0,4.0,2.5,2496,8058,2.0,3,0,1998,1,Redmond
535000.0,4.0,2.25,2980,8051,1.5,4,1,1935,0,Seattle
625000.0,4.0,2.5,3550,8048,2.0,3,0,2007,0,Snoqualmie
319950.0,4.0,1.75,2310,8045,1.0,4,1,1976,1,Renton
510000.0,4.0,2.5,2610,8031,2.0,3,0,1998,1,Lake Forest Park
364950.0,4.0,2.5,2310,8030,2.0,3,0,1978,0,Duvall
925000.0,4.0,2.75,3730,8014,2.0,3,0,2012,1,Sammamish
220000.0,4.0,2.5,2160,8005,2.0,3,0,1993,0,Pacific
770000.0,4.0,2.5,2350,8001,2.0,4,0,1987,0,Bellevue
245000.0,4.0,2.0,1580,8000,1.0,3,1,1967,1,Federal Way
375000.0,4.0,1.75,1890,8000,1.0,4,1,1960,1,Shoreline
319000.0,4.0,2.5,2510,7992,1.0,3,1,1978,0,Kent
260000.0,4.0,2.0,1620,7992,2.0,4,0,1975,0,Kent
345000.0,4.0,1.0,1980,7991,1.5,3,0,1962,1,Renton
560000.0,4.0,2.5,2300,7989,2.0,3,0,1990,1,Sammamish
692500.0,4.0,2.75,3710,7984,2.0,3,0,1999,0,Snoqualmie
425000.0,4.0,2.0,1520,7983,1.0,5,0,1967,0,Inglewood-Finn Hill
590000.0,4.0,2.5,2010,7972,2.0,4,0,1989,0,Issaquah
2065000.0,4.0,3.75,4350,7965,2.0,3,0,2013,1,Bellevue
324900.0,4.0,2.5,1880,7965,2.0,3,0,2000,0,Maple Valley
375000.0,4.0,2.5,2790,7956,2.0,3,0,2005,0,Des Moines
285500.0,4.0,1.75,1960,7950,1.0,4,0,1967,0,Federal Way
419000.0,4.0,2.5,2690,7947,2.0,3,0,1993,0,Renton
699000.0,4.0,2.5,2650,7945,2.0,3,0,2006,0,Seattle
764000.0,4.0,2.5,2790,7938,2.0,3,0,1997,0,Sammamish
395000.0,4.0,3.0,1980,7931,1.0,4,1,1983,0,Shoreline
400000.0,4.0,2.25,2420,7927,1.0,4,1,1973,0,Shoreline
1325000.0,4.0,3.0,3370,7920,1.0,3,1,1988,1,Seattle
373000.0,4.0,1.75,1590,7920,2.0,4,0,1960,1,Shoreline
799000.0,4.0,2.5,2590,7910,2.0,3,0,2001,0,Seattle
590000.0,4.0,2.5,3220,7875,1.5,4,0,1966,0,Bellevue
390000.0,4.0,1.75,2700,7875,1.5,4,0,1968,0,Renton
700000.0,4.0,3.25,2780,7875,2.0,3,0,2006,0,Seattle
725995.0,4.0,2.5,3190,7869,2.0,3,0,2001,0,Snoqualmie
355000.0,4.0,2.5,1890,7867,2.0,3,0,1996,0,Maple Valley
302000.0,4.0,1.75,2020,7865,1.0,4,1,1963,0,Renton
685000.0,4.0,2.5,3030,7864,2.0,3,0,1999,0,Sammamish
1275000.0,4.0,2.0,2850,7861,1.0,4,1,1970,0,Seattle
397500.0,4.0,2.5,2570,7859,2.0,3,0,1992,0,Maple Valley
2700000.0,4.0,3.25,4420,7850,2.0,3,1,2001,0,Bellevue
210000.0,4.0,1.5,1130,7840,1.0,4,0,1970,0,Federal Way
1050000.0,4.0,3.5,3450,7832,2.0,3,0,2007,0,Bellevue
440000.0,4.0,2.5,2160,7826,1.0,4,1,1976,1,Lake Forest Park
571000.0,4.0,2.0,2750,7807,1.5,5,1,1916,0,Seattle
446000.0,4.0,2.25,2270,7800,1.0,3,1,1977,1,Kirkland
327500.0,4.0,1.75,1650,7800,1.0,3,0,1968,1,Renton
349000.0,4.0,1.75,1700,7800,1.0,5,1,1981,0,Renton
255000.0,4.0,2.5,2070,7800,2.0,3,0,1989,0,Federal Way
333000.0,4.0,2.0,1580,7800,2.0,2,0,1906,0,Seattle
640000.0,4.0,2.0,2560,7798,1.0,4,1,1947,1,Seattle
795000.0,4.0,2.5,2890,7798,2.0,3,0,2005,0,Bellevue
700000.0,4.0,3.0,3150,7778,2.0,3,0,2000,0,Sammamish
475000.0,4.0,1.75,1650,7775,1.0,4,1,1950,1,Seattle
604000.0,4.0,2.5,2260,7753,2.0,3,0,1989,0,Issaquah
385200.0,4.0,1.0,1550,7740,1.5,3,0,1954,1,Seattle
566000.0,4.0,2.25,2170,7737,2.0,3,0,1987,1,Sammamish
450000.0,4.0,2.0,2240,7725,1.0,5,1,1956,0,Seattle
627000.0,4.0,2.25,1990,7712,1.0,3,1,1973,1,Issaquah
279000.0,4.0,2.0,2200,7700,1.0,3,1,1979,1,Renton
417000.0,4.0,2.25,2300,7700,1.0,3,1,1959,1,Seattle
389000.0,4.0,1.75,2400,7700,1.5,4,1,1927,0,Seattle
600000.0,4.0,1.75,1740,7700,1.0,5,0,1968,0,Bellevue
515500.0,4.0,2.5,2920,7700,2.0,3,0,2003,0,Duvall
499950.0,4.0,1.75,1520,7700,1.0,4,0,1967,0,Kirkland
415000.0,4.0,1.75,1920,7700,2.0,4,0,1970,0,Newcastle
292000.0,4.0,2.75,2414,7693,2.0,3,0,2006,0,Auburn
450000.0,4.0,2.5,2400,7693,2.0,3,0,2003,0,Renton
229000.0,4.0,2.25,2010,7688,1.0,3,1,1979,1,Federal Way
455000.0,4.0,2.5,3360,7685,2.0,3,0,2001,0,Renton
620000.0,4.0,2.5,1910,7683,2.0,3,0,1987,1,Issaquah
210000.0,4.0,1.75,1200,7680,1.0,3,0,1968,1,Auburn
397000.0,4.0,2.0,1440,7680,1.0,3,1,1971,0,Kirkland
950000.0,4.0,2.5,3670,7680,2.5,3,0,2007,0,Issaquah
257500.0,4.0,1.75,2420,7672,1.0,3,1,1979,1,Issaquah
341000.0,4.0,1.75,1920,7665,1.0,4,1,1975,0,Renton
530000.0,4.0,2.25,2210,7665,2.0,4,0,1968,0,Bellevue
905000.0,4.0,3.25,3440,7661,2.0,3,0,2006,0,Issaquah
950000.0,4.0,2.5,3320,7644,2.0,3,0,1995,0,Bellevue
575000.0,4.0,2.75,3120,7644,2.0,3,0,2010,0,Snoqualmie
257000.0,4.0,2.75,2330,7642,1.0,3,1,1990,1,Federal Way
582800.0,4.0,2.75,2550,7636,1.0,3,1,1986,0,Sammamish
266500.0,4.0,1.75,1880,7632,1.0,4,1,1978,1,Federal Way
525000.0,4.0,2.5,2910,7631,2.0,3,0,2006,0,Maple Valley
482500.0,4.0,3.0,1630,7626,1.0,5,1,1990,0,Seattle
440000.0,4.0,2.25,2010,7575,1.0,3,1,1974,0,Kirkland
433000.0,4.0,2.5,2280,7568,2.0,4,0,2001,0,Renton
400000.0,4.0,2.5,2530,7563,1.0,3,1,1978,0,Bothell
379000.0,4.0,1.5,2020,7560,1.0,4,0,1960,1,Renton
250000.0,4.0,2.0,1850,7560,1.0,4,1,1978,1,Kent
259000.0,4.0,1.5,1490,7560,2.0,3,0,1966,1,Des Moines
250000.0,4.0,2.0,1960,7560,1.0,5,1,1978,0,Kent
605000.0,4.0,2.5,2620,7553,2.0,3,0,1996,0,Newcastle
1255000.0,4.0,2.5,3200,7535,2.0,3,0,2006,0,Seattle
440000.0,4.0,2.5,2250,7526,2.0,3,0,1989,0,Renton
501000.0,4.0,1.0,2070,7519,1.0,3,1,1963,1,Bellevue
725000.0,4.0,2.75,2630,7505,2.0,3,0,1994,0,Redmond
1184000.0,4.0,2.5,3200,7500,1.5,5,1,1948,1,Seattle
1688000.0,4.0,2.5,3000,7500,2.0,3,0,1937,1,Seattle
518000.0,4.0,2.5,1740,7500,1.0,4,1,1976,1,Redmond
550000.0,4.0,2.0,2250,7500,1.0,5,1,1956,0,Bellevue
0.0,4.0,1.0,1810,7500,1.0,2,1,1959,0,Seattle
439000.0,4.0,2.0,1560,7500,1.0,4,0,1968,0,Kirkland
417985.714286,4.0,2.25,2070,7500,2.0,4,0,1977,0,Kirkland
